id_zone;INSEE;LIBGEO;DEP;REG;EPCI;TYPPRED;loypredm2;lwrIPm2;uprIPm2;R2adj;NBobs_maille;NBobs_commune
1748;70262;Genevreuille;70;27;247000664;epci;7,963730471;6,256091465;10,13748015;0,682962504;675;0
1748;70263;Genevrey;70;27;200041861;epci;7,629653795;6,033225723;9,648506405;0,682962504;675;0
1943;70264;Georfans;70;27;247000714;maille;8,283678501;6,338827466;10,82524014;0,667564969;683;0
1760;70265;Germigney;70;27;200036549;maille;7,806617848;6,115042081;9,966126385;0,693211725;1281;5
1722;70267;Gevigney-et-Mercey;70;27;200036150;epci;6,143693319;4,707521439;8,018012895;0,656872345;1177;16
1636;70268;G�zier-et-Fontenelay;70;27;200041887;maille;9,012688325;7,129684381;11,39300795;0,785708267;689;5
1770;70269;Girefontaine;70;27;200041721;epci;6,713163632;5,037835425;8,945620917;0,578776653;1253;0
1748;70271;Gouhenans;70;27;247000714;maille;7,826466915;6,193843943;9,88942972;0,682962504;675;8
1722;70272;Gourgeon;70;27;200036150;epci;6,143693319;4,707521439;8,018012895;0,656872345;1177;7
1943;70273;Grammont;70;27;247000714;maille;8,283678501;6,338827466;10,82524014;0,667564969;683;0
1722;70274;Grandecourt;70;27;247000623;epci;6,689045757;5,123544009;8,732887442;0,656872345;1177;1
1722;70275;Grandvelle-et-le-Perrenot;70;27;247000706;maille;6,800831658;5,212264774;8,873553676;0,656872345;1177;2
1748;70276;Granges-la-Ville;70;27;247000714;maille;7,826466915;6,193843943;9,88942972;0,682962504;675;13
1748;70277;Granges-le-Bourg;70;27;247000714;maille;7,826466915;6,193843943;9,88942972;0,682962504;675;22
1910;70278;Grattery;70;27;200041879;maille;7,74080961;6,232041971;9,614847541;0,811193354;550;0
1533;70279;Gray;70;27;200036549;commune;7,776311745;6,261919265;9,656947303;0,780441218;955;955
1666;70280;Gray-la-Ville;70;27;200036549;epci;7,471501678;5,811835969;9,605112329;0,750240803;1176;21
1757;70282;Gy;70;27;247000698;commune;6,852639436;5,344273915;8,78672538;0,722785028;605;106
2459;70283;Haut-du-Them-Ch�teau-Lambert;70;27;247000854;maille;6,613381689;5,197320423;8,415262829;0,65768573;1126;7
1748;70284;Hautevelle;70;27;200041721;maille;7,826466915;6,193843943;9,88942972;0,682962504;675;5
452;70285;H�ricourt;70;27;247000722;commune;9,190200935;7,112182771;11,87536878;0,710484595;721;721
1757;70286;Hugier;70;27;200041887;maille;7,213117315;5,617472524;9,262005496;0,722785028;605;0
1770;70287;Hurecourt;70;27;200041721;epci;6,713163632;5,037835425;8,945620917;0,578776653;1253;2
1871;70288;Hyet;70;27;247000706;maille;9,399734493;7,319292203;12,0715236;0,71946997;825;0
1666;70289;Igny;70;27;200036549;epci;7,471501678;5,811835969;9,605112329;0,750240803;1176;1
1770;70290;Jasney;70;27;200041721;epci;6,713163632;5,037835425;8,945620917;0,578776653;1253;8
1666;70291;Jonvelle;70;27;200036150;maille;7,297260977;5,677783916;9,378662266;0,750240803;1176;1
1770;70292;Jussey;70;27;200036150;epci;7,060772939;5,298317184;9,409499803;0,578776653;1253;160
1722;70293;Lambrey;70;27;200036150;epci;6,143693319;4,707521439;8,018012895;0,656872345;1177;0
1748;70294;Lantenot;70;27;200041861;epci;7,629653795;6,033225723;9,648506405;0,682962504;675;17
1748;70295;La Lanterne-et-les-Armonts;70;27;247000854;maille;7,826466915;6,193843943;9,88942972;0,682962504;675;1
1923;70296;Larians-et-Munans;70;27;200041853;epci;8,298025117;6,404675364;10,75108681;0,712494133;540;34
1666;70297;Larret;70;27;247000623;epci;6,647713234;5,169503983;8,548613442;0,750240803;1176;0
1722;70298;Lavigney;70;27;200036150;epci;6,143693319;4,707521439;8,018012895;0,656872345;1177;1
1722;70299;Lavoncourt;70;27;247000623;epci;6,689045757;5,123544009;8,732887442;0,656872345;1177;20
1722;70301;Lieffrans;70;27;247000698;epci;6,806391819;5,212134637;8,888291041;0,656872345;1177;16
1757;70302;Lieucourt;70;27;200036549;maille;7,213117315;5,617472524;9,262005496;0,722785028;605;0
1910;70303;Li�vans;70;27;200041861;maille;7,74080961;6,232041971;9,614847541;0,811193354;550;2
1748;70304;Linexert;70;27;200041861;epci;7,629653795;6,033225723;9,648506405;0,682962504;675;1
1792;70305;Loeuilley;70;27;200036549;maille;9,823992785;7,89187364;12,22914084;0,824490034;822;0
1748;70306;Lomont;70;27;247000664;epci;7,963730471;6,256091465;10,13748015;0,682962504;675;6
1748;70307;Longevelle;70;27;247000714;maille;7,826466915;6,193843943;9,88942972;0,682962504;675;1
1770;70308;La Longine;70;27;247000854;maille;6,616353872;4,966241584;8,814742057;0,578776653;1253;26
1923;70309;Loulans-Verchamp;70;27;200041853;epci;8,298025117;6,404675364;10,75108681;0,712494133;540;39
253;70310;Lure;70;27;247000664;commune;7,84338308;6,043713601;10,17894993;0,695111202;1021;1021
1159;70311;Luxeuil-les-Bains;70;27;247000755;commune;8,126607097;6,172659154;10,69907495;0,628966874;1384;1235
1630;70312;Luze;70;27;247000722;maille;8,648506246;6,772253773;11,04457435;0,702094912;601;11
1748;70313;Lyoffans;70;27;247000664;epci;7,963730471;6,256091465;10,13748015;0,682962504;675;3
1748;70314;Magnivray;70;27;247000755;epci;7,489102321;5,927020275;9,462875267;0,682962504;675;0
1770;70315;Magnoncourt;70;27;200041721;epci;6,713163632;5,037835425;8,945620917;0,578776653;1253;0
1821;70316;Le Magnoray;70;27;200041853;maille;8,511051558;6,976855591;10,38261401;0,788100866;497;6
1943;70317;Les Magny;70;27;247000714;maille;8,283678501;6,338827466;10,82524014;0,667564969;683;3
1975;70318;Magny-Danigon;70;27;247000664;maille;7,638175035;6,013374396;9,701993262;0,736478585;841;10
1748;70319;Magny-Jobert;70;27;247000664;epci;7,963730471;6,256091465;10,13748015;0,682962504;675;1
1770;70320;Magny-l�s-Jussey;70;27;200036150;epci;7,060772939;5,298317184;9,409499803;0,578776653;1253;0
1748;70321;Magny-Vernois;70;27;247000664;epci;7,963730471;6,256091465;10,13748015;0,682962504;675;16
1910;70322;Mailleroncourt-Charette;70;27;200041861;maille;7,74080961;6,232041971;9,614847541;0,811193354;550;5
1770;70323;Mailleroncourt-Saint-Pancras;70;27;200041721;epci;6,713163632;5,037835425;8,945620917;0,578776653;1253;1
1722;70324;Mailley-et-Chazelot;70;27;247000367;epci;6,834068382;5,237640298;8,917086319;0,656872345;1177;25
1722;70325;Maizi�res;70;27;247000706;maille;6,800831658;5,212264774;8,873553676;0,656872345;1177;6
1871;70326;La Malach�re;70;27;247000706;maille;9,399734493;7,319292203;12,0715236;0,71946997;825;5
1760;70327;Malans;70;27;200041887;maille;7,806617848;6,115042081;9,966126385;0,693211725;1281;0
1975;70328;Malbouhans;70;27;247000664;maille;7,638175035;6,013374396;9,701993262;0,736478585;841;77
1722;70329;Malvillers;70;27;200036150;epci;6,143693319;4,707521439;8,018012895;0,656872345;1177;4
2312;70330;Mandrevillars;70;27;247000722;maille;10,76702999;8,63191839;13,43026306;0,76340385;510;3
1666;70331;Mantoche;70;27;200036549;epci;7,471501678;5,811835969;9,605112329;0,750240803;1176;12
1722;70332;Marast;70;27;247000714;maille;6,800831658;5,212264774;8,873553676;0,656872345;1177;0
1757;70334;Marnay;70;27;200041887;commune;8,343301383;6,523940348;10,67003594;0,722785028;605;175
1923;70335;Maussans;70;27;200041853;epci;8,298025117;6,404675364;10,75108681;0,712494133;540;1
1943;70336;M�lecey;70;27;247000714;maille;8,283678501;6,338827466;10,82524014;0,667564969;683;3
1722;70337;Melin;70;27;200036150;epci;6,143693319;4,707521439;8,018012895;0,656872345;1177;0
1770;70338;Melincourt;70;27;200041721;epci;6,713163632;5,037835425;8,945620917;0,578776653;1253;5
1975;70339;M�lisey;70;27;247000854;maille;7,638175035;6,013374396;9,701993262;0,736478585;841;90
1722;70340;Membrey;70;27;247000623;epci;6,689045757;5,123544009;8,732887442;0,656872345;1177;4
1910;70341;Menoux;70;27;200041879;maille;7,74080961;6,232041971;9,614847541;0,811193354;550;9
1666;70342;Mercey-sur-Sa�ne;70;27;247000623;epci;6,647713234;5,169503983;8,548613442;0,750240803;1176;1
1910;70343;Mersuay;70;27;200041879;maille;7,74080961;6,232041971;9,614847541;0,811193354;550;0
1910;70344;Meurcourt;70;27;200041861;maille;7,74080961;6,232041971;9,614847541;0,811193354;550;0
1748;70347;Mignavillers;70;27;247000714;maille;7,826466915;6,193843943;9,88942972;0,682962504;675;3
1748;70348;Moffans-et-Vacheresse;70;27;247000664;epci;7,963730471;6,256091465;10,13748015;0,682962504;675;13
1722;70349;Moimay;70;27;247000714;maille;6,800831658;5,212264774;8,873553676;0,656872345;1177;8
1722;70350;Molay;70;27;200036150;epci;6,143693319;4,707521439;8,018012895;0,656872345;1177;4
1748;70351;Mollans;70;27;200041861;epci;7,629653795;6,033225723;9,648506405;0,682962504;675;1
1975;70352;La Montagne;70;27;247000854;maille;7,638175035;6,013374396;9,701993262;0,736478585;841;0
1757;70353;Montagney;70;27;200041887;maille;7,213117315;5,617472524;9,262005496;0,722785028;605;10
1871;70355;Montarlot-l�s-Rioz;70;27;247000706;maille;9,399734493;7,319292203;12,0715236;0,71946997;825;6
1636;70356;Montboillon;70;27;247000706;maille;9,012688325;7,129684381;11,39300795;0,785708267;689;13
1923;70357;Montbozon;70;27;200041853;epci;8,298025117;6,404675364;10,75108681;0,712494133;540;18
1910;70358;Montcey;70;27;247000011;maille;7,74080961;6,232041971;9,614847541;0,811193354;550;6
1666;70359;Montcourt;70;27;200036150;maille;7,297260977;5,677783916;9,378662266;0,750240803;1176;0
1770;70360;Montdor�;70;27;200041721;epci;6,713163632;5,037835425;8,945620917;0,578776653;1253;1
1975;70361;Montessaux;70;27;247000854;maille;7,638175035;6,013374396;9,701993262;0,736478585;841;0
1666;70362;Montigny-l�s-Cherlieu;70;27;200036150;maille;7,297260977;5,677783916;9,378662266;0,750240803;1176;0
1910;70363;Montigny-l�s-Vesoul;70;27;247000011;maille;7,74080961;6,232041971;9,614847541;0,811193354;550;36
1748;70364;Montjustin-et-Velotte;70;27;200041861;epci;7,629653795;6,033225723;9,648506405;0,682962504;675;1
1757;70366;Villers-Chemin-et-Mont-l�s-�trelles;70;27;247000698;maille;7,213117315;5,617472524;9,262005496;0,722785028;605;0
1821;70367;Mont-le-Vernois;70;27;247000011;maille;8,511051558;6,976855591;10,38261401;0,788100866;497;5
1722;70368;Montot;70;27;247000623;epci;6,689045757;5,123544009;8,732887442;0,656872345;1177;9
1722;70369;Mont-Saint-L�ger;70;27;247000623;epci;6,689045757;5,123544009;8,732887442;0,656872345;1177;2
1666;70371;Montureux-et-Prantigny;70;27;247000623;epci;6,647713234;5,169503983;8,548613442;0,750240803;1176;0
1722;70372;Montureux-l�s-Baulay;70;27;200041879;epci;6,715177233;5,148796245;8,758086964;0,656872345;1177;1
1722;70373;La Roche-Morey;70;27;200036150;epci;6,143693319;4,707521439;8,018012895;0,656872345;1177;4
1757;70374;Motey-Besuche;70;27;200041887;maille;7,213117315;5,617472524;9,262005496;0,722785028;605;3
1666;70375;Motey-sur-Sa�ne;70;27;247000623;epci;6,647713234;5,169503983;8,548613442;0,750240803;1176;0
1666;70376;Nantilly;70;27;200036549;epci;7,471501678;5,811835969;9,605112329;0,750240803;1176;13
1821;70378;Navenne;70;27;247000011;maille;8,511051558;6,976855591;10,38261401;0,788100866;497;87
1910;70380;Neurey-en-Vaux;70;27;200041879;maille;7,74080961;6,232041971;9,614847541;0,811193354;550;4
1722;70381;Neurey-l�s-la-Demie;70;27;200041853;maille;6,800831658;5,212264774;8,873553676;0,656872345;1177;5
1871;70383;Neuvelle-l�s-Cromary;70;27;247000706;maille;9,399734493;7,319292203;12,0715236;0,71946997;825;13
1722;70384;Neuvelle-l�s-la-Charit�;70;27;247000367;epci;6,834068382;5,237640298;8,917086319;0,656872345;1177;2
1975;70385;La Neuvelle-l�s-Lure;70;27;247000664;maille;7,638175035;6,013374396;9,701993262;0,736478585;841;0
1722;70386;La Neuvelle-l�s-Scey;70;27;247000367;epci;6,834068382;5,237640298;8,917086319;0,656872345;1177;0
1722;70387;Noidans-le-Ferroux;70;27;247000367;epci;6,834068382;5,237640298;8,917086319;0,656872345;1177;12
1910;70388;Noidans-l�s-Vesoul;70;27;247000011;maille;7,74080961;6,232041971;9,614847541;0,811193354;550;93
1757;70389;Noiron;70;27;200036549;maille;7,213117315;5,617472524;9,262005496;0,722785028;605;0
1722;70390;Noroy-le-Bourg;70;27;200041861;maille;6,800831658;5,212264774;8,873553676;0,656872345;1177;13
1666;70392;Oigney;70;27;200036150;maille;7,297260977;5,677783916;9,378662266;0,750240803;1176;0
1722;70393;Oiselay-et-Grachaux;70;27;247000706;maille;6,800831658;5,212264774;8,873553676;0,656872345;1177;6
1757;70394;Onay;70;27;200036549;maille;7,213117315;5,617472524;9,262005496;0,722785028;605;0
1943;70395;Oppenans;70;27;247000714;maille;8,283678501;6,338827466;10,82524014;0,667564969;683;2
1943;70396;Oricourt;70;27;247000714;maille;8,283678501;6,338827466;10,82524014;0,667564969;683;0
1923;70397;Ormenans;70;27;200041853;epci;8,298025117;6,404675364;10,75108681;0,712494133;540;0
1748;70398;Ormoiche;70;27;247000755;epci;7,489102321;5,927020275;9,462875267;0,682962504;675;1
1770;70399;Ormoy;70;27;200036150;epci;7,060772939;5,298317184;9,409499803;0,578776653;1253;3
1666;70400;Ouge;70;27;200070332;epci;6,592153004;5,130322885;8,470515834;0,750240803;1176;0
1910;70401;Ovanches;70;27;247000367;maille;7,74080961;6,232041971;9,614847541;0,811193354;550;4
1666;70402;Oyri�res;70;27;200036549;epci;7,471501678;5,811835969;9,605112329;0,750240803;1176;6
1748;70403;Palante;70;27;247000664;epci;7,963730471;6,256091465;10,13748015;0,682962504;675;6
1770;70404;Passavant-la-Roch�re;70;27;200041721;epci;6,713163632;5,037835425;8,945620917;0,578776653;1253;5
1722;70405;Pennesi�res;70;27;247000706;maille;6,800831658;5,212264774;8,873553676;0,656872345;1177;17
1666;70406;Percey-le-Grand;70;27;247000623;epci;6,647713234;5,169503983;8,548613442;0,750240803;1176;0
2434;70407;Perrouse;70;27;247000706;maille;9,554266086;7,480307843;12,20324114;0,805826082;627;42
1757;70408;Pesmes;70;27;200036549;maille;7,213117315;5,617472524;9,262005496;0,722785028;605;65
1666;70409;Pierrecourt;70;27;247000623;epci;6,647713234;5,169503983;8,548613442;0,750240803;1176;0
1636;70410;Pin;70;27;200041887;maille;9,012688325;7,129684381;11,39300795;0,785708267;689;30
1770;70411;La Pisseure;70;27;200041721;epci;6,713163632;5,037835425;8,945620917;0,578776653;1253;0
1770;70412;Plainemont;70;27;200041721;epci;6,713163632;5,037835425;8,945620917;0,578776653;1253;1
1630;70413;Plancher-Bas;70;27;247000821;maille;8,648506246;6,772253773;11,04457435;0,702094912;601;35
2159;70414;Plancher-les-Mines;70;27;247000821;maille;8,516275338;6,790996081;10,67986857;0,761203235;841;58
